ID_Venta,Fecha,ID_Producto,ID_Cliente,ID_Vendedor,Cantidad,Precio_Unitario,Descuento,Total_Venta,Costo_Unitario,Utilidad
VTA01185,2024-03-11,P005,C003,V007,5,100,5,475.0,60,200
VTA01186,2025-08-22,P001,C013,V003,2,1200,0,2400.0,900,600
VTA01187,2025-02-17,P002,C006,V002,1,800,0,800.0,600,200
VTA01188,2025-09-07,P003,C019,V004,4,150,0,600.0,90,240
VTA01189,2024-06-13,P003,C011,V002,4,150,10,540.0,90,240
VTA01190,2025-11-18,P002,C013,V001,3,800,5,2280.0,600,600
VTA01191,2025-09-21,P004,C019,V008,3,300,15,765.0,200,300
VTA01192,2024-01-22,P002,C019,V001,5,800,5,3800.0,600,1000
VTA01193,2024-06-10,P005,C012,V003,2,100,15,170.0,60,80
VTA01194,2025-10-21,P001,C006,V007,5,1200,0,6000.0,900,1500
VTA01195,2025-02-11,P001,C018,V004,5,1200,0,6000.0,900,1500
VTA01196,2025-12-01,P004,C006,V006,4,300,5,1140.0,200,400
VTA01197,2024-10-20,P005,C002,V001,1,100,15,85.0,60,40
VTA01198,2025-07-17,P004,C013,V003,1,300,5,285.0,200,100
VTA01199,2024-07-23,P003,C006,V003,2,150,0,300.0,90,120
VTA01200,2024-11-18,P001,C001,V004,1,1200,0,1200.0,900,300
VTA01201,2024-08-29,P002,C012,V009,4,800,10,2880.0,600,800
VTA01202,2024-09-29,P005,C013,V005,1,100,0,100.0,60,40
VTA01203,2025-09-25,P002,C015,V004,2,800,15,1360.0,600,400
VTA01204,2025-03-05,P003,C004,V003,1,150,0,150.0,90,60
VTA01205,2024-10-03,P002,C015,V005,4,800,5,3040.0,600,800
VTA01206,2024-10-01,P001,C019,V005,1,1200,10,1080.0,900,300
VTA01207,2024-09-28,P005,C015,V002,5,100,10,450.0,60,200
VTA01208,2025-11-29,P002,C018,V005,3,800,15,2040.0,600,600
VTA01209,2024-05-26,P001,C019,V005,3,1200,10,3240.0,900,900
VTA01210,2025-01-15,P004,C005,V003,5,300,10,1350.0,200,500
VTA01211,2025-01-07,P004,C004,V006,4,300,10,1080.0,200,400
VTA01212,2025-04-03,P002,C005,V003,3,800,10,2160.0,600,600
VTA01213,2025-02-19,P005,C005,V005,5,100,5,475.0,60,200
VTA01214,2024-11-11,P003,C014,V002,5,150,10,675.0,90,300
VTA01215,2025-08-03,P002,C002,V003,1,800,5,760.0,600,200
VTA01216,2025-06-29,P001,C016,V010,1,1200,10,1080.0,900,300
VTA01217,2024-03-07,P004,C003,V003,4,300,10,1080.0,200,400
VTA01218,2025-11-08,P003,C012,V008,1,150,5,142.5,90,60
VTA01219,2024-07-18,P004,C020,V001,3,300,10,810.0,200,300
VTA01220,2024-10-31,P003,C004,V007,3,150,15,382.5,90,180
VTA01221,2025-08-20,P002,C010,V004,4,800,15,2720.0,600,800
VTA01222,2024-01-13,P004,C007,V005,2,300,5,570.0,200,200
VTA01223,2024-12-30,P002,C010,V007,5,800,10,3600.0,600,1000
VTA01224,2024-04-17,P001,C003,V001,4,1200,15,4080.0,900,1200
VTA01225,2025-07-04,P001,C007,V008,1,1200,15,1020.0,900,300
VTA01226,2024-08-02,P003,C017,V009,5,150,0,750.0,90,300
VTA01227,2024-03-11,P003,C013,V010,5,150,15,637.5,90,300
VTA01228,2024-08-14,P002,C020,V002,3,800,10,2160.0,600,600
VTA01229,2025-08-20,P005,C017,V008,2,100,10,180.0,60,80
VTA01230,2024-06-13,P001,C014,V009,3,1200,15,3060.0,900,900
VTA01231,2025-11-16,P003,C014,V002,3,150,5,427.5,90,180
VTA01232,2025-11-11,P001,C003,V007,3,1200,5,3420.0,900,900
VTA01233,2025-12-02,P003,C004,V001,2,150,0,300.0,90,120
VTA01234,2025-03-28,P002,C013,V006,3,800,10,2160.0,600,600
VTA01235,2024-06-08,P004,C013,V004,1,300,15,255.0,200,100
VTA01236,2024-04-22,P005,C001,V010,1,100,15,85.0,60,40
VTA01237,2025-03-09,P002,C002,V010,1,800,10,720.0,600,200
VTA01238,2025-11-20,P004,C018,V001,4,300,10,1080.0,200,400
VTA01239,2025-02-01,P004,C003,V009,2,300,15,510.0,200,200
VTA01240,2024-08-18,P001,C017,V004,3,1200,0,3600.0,900,900
VTA01241,2025-12-05,P004,C003,V004,5,300,10,1350.0,200,500
VTA01242,2025-09-18,P005,C007,V010,2,100,0,200.0,60,80
VTA01243,2025-01-25,P004,C012,V004,5,300,5,1425.0,200,500
VTA01244,2025-10-10,P001,C010,V010,3,1200,15,3060.0,900,900
VTA01245,2025-03-04,P004,C017,V003,1,300,15,255.0,200,100
VTA01246,2025-01-31,P004,C009,V010,3,300,5,855.0,200,300
VTA01247,2024-07-05,P001,C001,V009,4,1200,15,4080.0,900,1200
VTA01248,2025-01-15,P005,C017,V009,3,100,10,270.0,60,120
VTA01249,2024-08-12,P003,C020,V009,1,150,10,135.0,90,60
VTA01250,2024-06-10,P005,C002,V007,4,100,5,380.0,60,160
VTA01251,2024-10-30,P001,C018,V002,3,1200,10,3240.0,900,900
VTA01252,2025-06-29,P004,C020,V003,3,300,10,810.0,200,300
VTA01253,2024-05-25,P003,C011,V005,4,150,15,510.0,90,240
VTA01254,2024-07-11,P003,C004,V010,1,150,10,135.0,90,60
VTA01255,2024-03-09,P003,C016,V001,3,150,0,450.0,90,180
VTA01256,2024-03-19,P001,C004,V006,1,1200,15,1020.0,900,300
VTA01257,2025-07-29,P005,C019,V007,1,100,0,100.0,60,40
VTA01258,2025-12-16,P005,C014,V001,5,100,10,450.0,60,200
VTA01259,2024-06-25,P005,C019,V007,2,100,5,190.0,60,80
VTA01260,2025-11-25,P003,C009,V006,5,150,0,750.0,90,300
VTA01261,2024-09-26,P003,C002,V005,3,150,0,450.0,90,180
VTA01262,2025-10-17,P005,C002,V005,4,100,10,360.0,60,160
VTA01263,2024-01-25,P001,C006,V007,1,1200,15,1020.0,900,300
VTA01264,2024-09-27,P003,C011,V003,4,150,0,600.0,90,240
VTA01265,2024-04-21,P002,C002,V007,1,800,5,760.0,600,200
VTA01266,2024-07-07,P002,C014,V004,4,800,10,2880.0,600,800
VTA01267,2025-04-04,P003,C014,V005,5,150,5,712.5,90,300
VTA01268,2025-01-25,P002,C009,V002,4,800,10,2880.0,600,800
VTA01269,2025-08-11,P005,C020,V004,1,100,0,100.0,60,40
VTA01270,2025-02-24,P004,C019,V004,3,300,10,810.0,200,300
VTA01271,2024-01-04,P003,C017,V006,5,150,5,712.5,90,300
VTA01272,2024-07-23,P004,C005,V007,2,300,0,600.0,200,200
VTA01273,2024-10-21,P004,C007,V010,2,300,10,540.0,200,200
VTA01274,2024-09-03,P001,C013,V008,4,1200,10,4320.0,900,1200
VTA01275,2024-12-12,P003,C011,V008,4,150,0,600.0,90,240
VTA01276,2025-06-09,P001,C020,V004,2,1200,10,2160.0,900,600
VTA01277,2024-12-10,P003,C016,V002,2,150,10,270.0,90,120
VTA01278,2024-10-18,P002,C001,V004,5,800,0,4000.0,600,1000
VTA01279,2024-09-30,P004,C013,V002,2,300,15,510.0,200,200
VTA01280,2025-01-18,P001,C013,V001,5,1200,0,6000.0,900,1500
VTA01281,2025-02-28,P005,C012,V006,5,100,5,475.0,60,200
VTA01282,2025-12-17,P002,C020,V001,2,800,15,1360.0,600,400
VTA01283,2024-01-13,P004,C013,V010,4,300,10,1080.0,200,400
VTA01284,2024-09-08,P003,C007,V001,3,150,5,427.5,90,180
VTA01285,2024-05-29,P001,C003,V007,5,1200,5,5700.0,900,1500
VTA01286,2024-06-17,P001,C011,V002,5,1200,0,6000.0,900,1500
VTA01287,2025-10-04,P002,C007,V008,2,800,10,1440.0,600,400
VTA01288,2025-03-07,P005,C011,V003,1,100,0,100.0,60,40
VTA01289,2025-03-14,P005,C010,V002,3,100,0,300.0,60,120
VTA01290,2024-05-20,P002,C017,V002,3,800,5,2280.0,600,600
VTA01291,2024-10-28,P005,C018,V006,1,100,0,100.0,60,40
VTA01292,2024-06-11,P001,C016,V010,3,1200,0,3600.0,900,900
VTA01293,2024-06-16,P003,C018,V006,2,150,5,285.0,90,120
VTA01294,2024-02-19,P003,C003,V007,1,150,10,135.0,90,60
VTA01295,2024-05-03,P003,C011,V004,4,150,0,600.0,90,240
VTA01296,2024-09-22,P004,C017,V001,2,300,0,600.0,200,200
VTA01297,2025-05-21,P003,C008,V010,3,150,0,450.0,90,180
VTA01298,2025-12-20,P005,C019,V008,1,100,10,90.0,60,40
VTA01299,2024-06-29,P003,C010,V006,3,150,15,382.5,90,180
VTA01300,2025-08-09,P004,C008,V008,5,300,15,1275.0,200,500
VTA01301,2024-01-12,P005,C015,V006,5,100,15,425.0,60,200
VTA01302,2025-02-18,P005,C003,V008,1,100,15,85.0,60,40
VTA01303,2024-10-05,P003,C018,V003,2,150,10,270.0,90,120
VTA01304,2024-12-06,P003,C013,V009,5,150,0,750.0,90,300
VTA01305,2025-12-12,P003,C001,V009,1,150,0,150.0,90,60
VTA01306,2025-02-04,P001,C002,V002,5,1200,15,5100.0,900,1500
VTA01307,2024-01-19,P005,C014,V006,3,100,5,285.0,60,120
VTA01308,2024-03-29,P002,C002,V004,2,800,15,1360.0,600,400
VTA01309,2025-04-15,P002,C020,V009,2,800,10,1440.0,600,400
VTA01310,2025-08-10,P004,C011,V009,5,300,5,1425.0,200,500
VTA01311,2025-12-22,P004,C019,V008,3,300,10,810.0,200,300
VTA01312,2025-03-11,P003,C003,V007,2,150,15,255.0,90,120
VTA01313,2024-02-09,P002,C006,V006,1,800,10,720.0,600,200
VTA01314,2024-09-30,P005,C005,V006,5,100,15,425.0,60,200
VTA01315,2025-04-29,P004,C020,V005,1,300,10,270.0,200,100
VTA01316,2024-01-11,P005,C014,V002,1,100,15,85.0,60,40
VTA01317,2024-02-18,P003,C017,V009,2,150,10,270.0,90,120
VTA01318,2024-01-30,P004,C015,V003,3,300,15,765.0,200,300
VTA01319,2024-04-14,P002,C002,V009,2,800,10,1440.0,600,400
VTA01320,2024-01-12,P004,C015,V010,2,300,5,570.0,200,200
VTA01321,2025-07-29,P002,C002,V007,1,800,0,800.0,600,200
VTA01322,2025-02-03,P004,C016,V010,5,300,5,1425.0,200,500
VTA01323,2025-05-14,P005,C017,V010,3,100,10,270.0,60,120
VTA01324,2025-12-05,P005,C003,V006,4,100,5,380.0,60,160
VTA01325,2024-06-11,P004,C011,V007,4,300,15,1020.0,200,400
VTA01326,2025-10-21,P002,C013,V003,1,800,10,720.0,600,200
VTA01327,2025-03-01,P003,C012,V006,2,150,0,300.0,90,120
VTA01328,2024-04-17,P005,C015,V003,2,100,5,190.0,60,80
VTA01329,2024-04-15,P001,C014,V003,2,1200,5,2280.0,900,600
VTA01330,2024-01-27,P004,C002,V010,1,300,15,255.0,200,100
VTA01331,2025-07-01,P001,C002,V007,5,1200,5,5700.0,900,1500
VTA01332,2024-06-01,P003,C017,V003,4,150,0,600.0,90,240
VTA01333,2025-03-17,P001,C010,V007,5,1200,10,5400.0,900,1500
VTA01334,2024-09-15,P005,C005,V005,3,100,10,270.0,60,120
VTA01335,2025-05-11,P001,C009,V005,4,1200,15,4080.0,900,1200
VTA01336,2024-09-22,P002,C018,V001,2,800,5,1520.0,600,400
VTA01337,2025-12-05,P003,C009,V001,2,150,0,300.0,90,120
VTA01338,2024-04-21,P004,C012,V006,1,300,10,270.0,200,100
VTA01339,2024-01-15,P004,C010,V007,5,300,10,1350.0,200,500
VTA01340,2024-03-12,P002,C005,V008,5,800,10,3600.0,600,1000
VTA01341,2024-03-13,P003,C003,V006,2,150,5,285.0,90,120
VTA01342,2025-11-26,P004,C001,V002,4,300,10,1080.0,200,400
VTA01343,2025-11-10,P003,C011,V008,4,150,5,570.0,90,240
VTA01344,2025-03-31,P001,C003,V002,2,1200,5,2280.0,900,600
VTA01345,2024-11-21,P005,C016,V001,4,100,5,380.0,60,160
VTA01346,2024-03-30,P003,C016,V009,5,150,10,675.0,90,300
VTA01347,2025-06-05,P004,C020,V010,3,300,15,765.0,200,300
VTA01348,2025-04-16,P003,C014,V006,4,150,0,600.0,90,240
VTA01349,2024-12-04,P004,C017,V003,2,300,10,540.0,200,200
VTA01350,2025-04-29,P003,C002,V001,1,150,10,135.0,90,60
VTA01351,2025-05-31,P004,C004,V006,3,300,15,765.0,200,300
VTA01352,2025-06-08,P004,C017,V002,4,300,15,1020.0,200,400
VTA01353,2024-01-24,P003,C010,V004,5,150,10,675.0,90,300
VTA01354,2025-07-05,P003,C010,V010,4,150,5,570.0,90,240
VTA01355,2025-10-19,P003,C009,V009,5,150,0,750.0,90,300
VTA01356,2025-09-07,P001,C012,V004,3,1200,10,3240.0,900,900
VTA01357,2025-05-10,P001,C019,V003,1,1200,10,1080.0,900,300
VTA01358,2025-08-27,P005,C003,V007,3,100,15,255.0,60,120
VTA01359,2024-06-14,P005,C012,V003,2,100,15,170.0,60,80
VTA01360,2024-07-15,P001,C015,V007,2,1200,5,2280.0,900,600
VTA01361,2024-07-23,P003,C004,V004,1,150,15,127.5,90,60
VTA01362,2024-02-06,P004,C020,V002,5,300,10,1350.0,200,500
VTA01363,2024-01-02,P002,C019,V006,4,800,0,3200.0,600,800
VTA01364,2024-04-30,P002,C018,V004,1,800,0,800.0,600,200
VTA01365,2025-01-16,P001,C012,V010,3,1200,10,3240.0,900,900
VTA01366,2025-12-11,P002,C002,V003,1,800,0,800.0,600,200
VTA01367,2024-06-29,P004,C016,V003,4,300,5,1140.0,200,400
VTA01368,2025-01-13,P003,C005,V001,2,150,5,285.0,90,120
VTA01369,2024-05-11,P004,C010,V003,5,300,10,1350.0,200,500
VTA01370,2024-09-06,P004,C002,V005,1,300,10,270.0,200,100
VTA01371,2024-02-14,P004,C011,V010,4,300,5,1140.0,200,400
VTA01372,2024-12-01,P003,C016,V007,1,150,0,150.0,90,60
VTA01373,2024-11-22,P002,C018,V008,5,800,10,3600.0,600,1000
VTA01374,2024-10-08,P003,C018,V008,4,150,15,510.0,90,240
VTA01375,2024-11-30,P005,C018,V007,2,100,15,170.0,60,80
VTA01376,2025-01-18,P003,C004,V009,5,150,0,750.0,90,300
VTA01377,2025-01-26,P001,C010,V009,3,1200,5,3420.0,900,900
VTA01378,2024-08-13,P003,C016,V006,1,150,0,150.0,90,60
VTA01379,2024-06-23,P003,C001,V005,1,150,5,142.5,90,60
VTA01380,2025-09-08,P003,C019,V008,1,150,5,142.5,90,60
VTA01381,2025-01-22,P001,C013,V003,3,1200,0,3600.0,900,900
VTA01382,2025-12-10,P001,C005,V002,4,1200,0,4800.0,900,1200
VTA01383,2025-11-21,P002,C008,V002,4,800,0,3200.0,600,800
VTA01384,2025-05-28,P003,C016,V010,4,150,5,570.0,90,240
VTA01385,2025-08-20,P004,C014,V002,2,300,5,570.0,200,200
VTA01386,2025-05-02,P002,C012,V008,5,800,15,3400.0,600,1000
VTA01387,2025-05-05,P003,C019,V010,4,150,15,510.0,90,240
VTA01388,2024-10-25,P003,C010,V008,4,150,15,510.0,90,240
VTA01389,2025-02-22,P005,C005,V001,5,100,15,425.0,60,200
VTA01390,2025-11-28,P003,C017,V006,4,150,10,540.0,90,240
VTA01391,2025-12-05,P005,C019,V010,5,100,0,500.0,60,200
VTA01392,2024-04-25,P002,C011,V010,2,800,0,1600.0,600,400
VTA01393,2024-02-27,P001,C007,V005,5,1200,0,6000.0,900,1500
VTA01394,2024-08-13,P001,C010,V002,2,1200,10,2160.0,900,600
VTA01395,2024-04-28,P005,C019,V001,3,100,5,285.0,60,120
VTA01396,2024-12-12,P001,C014,V002,1,1200,10,1080.0,900,300
VTA01397,2024-11-24,P005,C004,V009,2,100,5,190.0,60,80
VTA01398,2024-07-26,P005,C020,V010,1,100,0,100.0,60,40
VTA01399,2025-11-08,P004,C009,V009,3,300,15,765.0,200,300
VTA01400,2024-11-05,P002,C020,V008,5,800,0,4000.0,600,1000
VTA01401,2024-01-04,P001,C003,V005,1,1200,15,1020.0,900,300
VTA01402,2024-11-28,P004,C017,V003,4,300,15,1020.0,200,400
VTA01403,2025-12-10,P002,C019,V009,3,800,15,2040.0,600,600
VTA01404,2024-10-16,P003,C008,V010,4,150,10,540.0,90,240
VTA01405,2025-06-13,P003,C018,V004,5,150,10,675.0,90,300
VTA01406,2024-09-07,P002,C020,V002,4,800,0,3200.0,600,800
VTA01407,2024-07-27,P001,C005,V003,3,1200,15,3060.0,900,900
VTA01408,2024-04-03,P002,C015,V001,1,800,15,680.0,600,200
VTA01409,2024-06-16,P003,C014,V010,1,150,15,127.5,90,60
VTA01410,2024-01-16,P005,C019,V010,3,100,5,285.0,60,120
VTA01411,2024-03-26,P005,C007,V009,2,100,5,190.0,60,80
VTA01412,2025-07-25,P001,C019,V007,3,1200,5,3420.0,900,900
VTA01413,2025-02-07,P002,C012,V003,4,800,5,3040.0,600,800
VTA01414,2024-12-20,P003,C010,V010,4,150,0,600.0,90,240
VTA01415,2025-03-05,P003,C009,V004,3,150,10,405.0,90,180
VTA01416,2024-05-12,P003,C005,V010,2,150,5,285.0,90,120
VTA01417,2024-12-11,P002,C015,V003,4,800,10,2880.0,600,800
VTA01418,2024-04-18,P005,C013,V003,5,100,0,500.0,60,200
VTA01419,2024-01-08,P001,C011,V010,5,1200,0,6000.0,900,1500
VTA01420,2024-12-26,P004,C009,V007,3,300,15,765.0,200,300
VTA01421,2024-04-12,P004,C008,V008,4,300,10,1080.0,200,400
VTA01422,2024-04-18,P004,C019,V005,5,300,15,1275.0,200,500
VTA01423,2024-10-12,P004,C009,V001,5,300,5,1425.0,200,500
VTA01424,2024-07-22,P003,C004,V004,2,150,10,270.0,90,120
VTA01425,2025-01-03,P002,C003,V003,3,800,0,2400.0,600,600
VTA01426,2024-08-10,P001,C020,V006,1,1200,15,1020.0,900,300
VTA01427,2024-01-25,P003,C013,V007,1,150,15,127.5,90,60
VTA01428,2025-05-29,P001,C018,V006,3,1200,15,3060.0,900,900
VTA01429,2024-09-11,P003,C010,V004,2,150,15,255.0,90,120
VTA01430,2025-10-04,P005,C018,V009,1,100,15,85.0,60,40
VTA01431,2024-09-08,P001,C003,V007,2,1200,5,2280.0,900,600
VTA01432,2025-09-07,P002,C020,V005,1,800,15,680.0,600,200
VTA01433,2025-12-19,P002,C002,V007,2,800,10,1440.0,600,400
VTA01434,2025-07-07,P005,C005,V010,5,100,10,450.0,60,200
VTA01435,2025-08-31,P003,C001,V003,3,150,10,405.0,90,180
VTA01436,2025-03-29,P001,C008,V009,4,1200,15,4080.0,900,1200
VTA01437,2025-05-04,P002,C020,V006,5,800,10,3600.0,600,1000
VTA01438,2025-11-13,P001,C006,V004,5,1200,5,5700.0,900,1500
VTA01439,2024-12-23,P005,C015,V004,3,100,10,270.0,60,120
VTA01440,2024-08-25,P005,C012,V001,1,100,0,100.0,60,40
VTA01441,2024-08-29,P002,C019,V007,2,800,5,1520.0,600,400
VTA01442,2024-02-16,P003,C010,V002,1,150,10,135.0,90,60
VTA01443,2024-08-24,P001,C005,V009,2,1200,15,2040.0,900,600
VTA01444,2025-10-20,P004,C014,V005,3,300,5,855.0,200,300
VTA01445,2024-04-06,P001,C010,V008,5,1200,0,6000.0,900,1500
VTA01446,2024-06-02,P002,C013,V001,2,800,0,1600.0,600,400
VTA01447,2024-07-28,P005,C016,V009,3,100,10,270.0,60,120
VTA01448,2025-03-03,P001,C015,V001,1,1200,10,1080.0,900,300
VTA01449,2024-10-22,P005,C014,V007,1,100,15,85.0,60,40
VTA01450,2024-05-15,P004,C014,V008,1,300,15,255.0,200,100
VTA01451,2024-10-09,P004,C010,V004,5,300,15,1275.0,200,500
VTA01452,2024-03-04,P004,C002,V010,4,300,5,1140.0,200,400
VTA01453,2025-07-29,P004,C017,V003,4,300,10,1080.0,200,400
VTA01454,2024-12-11,P005,C016,V009,5,100,0,500.0,60,200
VTA01455,2024-02-16,P005,C001,V005,5,100,15,425.0,60,200
VTA01456,2024-01-25,P004,C016,V002,3,300,15,765.0,200,300
VTA01457,2024-11-09,P002,C015,V002,5,800,15,3400.0,600,1000
VTA01458,2024-06-26,P001,C001,V004,3,1200,5,3420.0,900,900
VTA01459,2025-12-16,P003,C019,V008,4,150,10,540.0,90,240
VTA01460,2024-12-22,P004,C006,V008,5,300,5,1425.0,200,500
VTA01461,2024-10-11,P002,C018,V009,5,800,15,3400.0,600,1000
VTA01462,2025-08-07,P005,C016,V006,4,100,15,340.0,60,160
VTA01463,2024-07-17,P003,C009,V005,5,150,5,712.5,90,300
VTA01464,2024-09-10,P005,C006,V005,1,100,15,85.0,60,40
VTA01465,2025-08-25,P001,C020,V001,4,1200,15,4080.0,900,1200
VTA01466,2025-09-05,P001,C001,V007,5,1200,10,5400.0,900,1500
VTA01467,2025-03-12,P004,C018,V001,2,300,10,540.0,200,200
VTA01468,2024-09-23,P002,C015,V010,1,800,5,760.0,600,200
VTA01469,2024-06-05,P001,C001,V004,2,1200,0,2400.0,900,600
VTA01470,2025-10-18,P001,C003,V009,1,1200,5,1140.0,900,300
VTA01471,2024-07-17,P005,C018,V001,3,100,5,285.0,60,120
VTA01472,2024-04-21,P005,C010,V003,2,100,0,200.0,60,80
VTA01473,2025-06-05,P003,C010,V008,5,150,10,675.0,90,300
VTA01474,2024-05-08,P003,C020,V003,4,150,15,510.0,90,240
VTA01475,2025-02-21,P004,C011,V002,4,300,10,1080.0,200,400
VTA01476,2025-01-14,P003,C006,V010,5,150,15,637.5,90,300
VTA01477,2025-07-12,P003,C019,V008,4,150,10,540.0,90,240
VTA01478,2024-02-15,P005,C003,V006,1,100,15,85.0,60,40
VTA01479,2025-12-18,P003,C005,V009,5,150,10,675.0,90,300
VTA01480,2025-09-13,P004,C011,V003,1,300,15,255.0,200,100
VTA01481,2024-07-18,P002,C013,V001,2,800,5,1520.0,600,400
VTA01482,2024-02-14,P001,C016,V004,1,1200,10,1080.0,900,300
VTA01483,2024-02-03,P005,C016,V007,1,100,15,85.0,60,40
VTA01484,2024-11-09,P001,C016,V009,4,1200,0,4800.0,900,1200
VTA01485,2025-08-10,P003,C003,V001,5,150,0,750.0,90,300
VTA01486,2024-04-14,P004,C001,V010,3,300,5,855.0,200,300
VTA01487,2024-05-07,P001,C010,V003,3,1200,10,3240.0,900,900
VTA01488,2025-12-31,P005,C007,V005,5,100,5,475.0,60,200
VTA01489,2025-12-06,P005,C004,V002,5,100,10,450.0,60,200
VTA01490,2025-11-19,P003,C002,V001,3,150,10,405.0,90,180
VTA01491,2025-04-26,P004,C017,V002,3,300,10,810.0,200,300
VTA01492,2024-06-03,P002,C007,V004,4,800,5,3040.0,600,800
VTA01493,2024-04-24,P004,C001,V007,5,300,15,1275.0,200,500
VTA01494,2025-06-19,P001,C006,V008,4,1200,10,4320.0,900,1200
VTA01495,2024-02-29,P001,C015,V003,1,1200,0,1200.0,900,300
VTA01496,2024-07-16,P004,C011,V001,4,300,10,1080.0,200,400
VTA01497,2025-03-24,P002,C015,V008,1,800,5,760.0,600,200
VTA01498,2024-08-11,P002,C018,V008,1,800,10,720.0,600,200
VTA01499,2025-07-01,P001,C001,V002,4,1200,10,4320.0,900,1200
VTA01500,2025-07-20,P003,C015,V006,1,150,15,127.5,90,60
VTA01501,2024-11-16,P001,C017,V004,2,1200,15,2040.0,900,600
VTA01502,2025-10-09,P002,C013,V010,2,800,0,1600.0,600,400
VTA01503,2024-07-14,P002,C009,V010,4,800,5,3040.0,600,800
VTA01504,2024-12-18,P002,C010,V010,2,800,10,1440.0,600,400
VTA01505,2025-05-07,P002,C013,V006,1,800,15,680.0,600,200
VTA01506,2025-06-23,P004,C007,V002,1,300,5,285.0,200,100
VTA01507,2024-12-09,P003,C012,V009,3,150,10,405.0,90,180
VTA01508,2024-11-03,P005,C006,V002,1,100,0,100.0,60,40
VTA01509,2024-07-21,P002,C014,V001,1,800,15,680.0,600,200
VTA01510,2025-05-08,P004,C017,V007,2,300,10,540.0,200,200
VTA01511,2024-04-06,P002,C006,V003,5,800,10,3600.0,600,1000
VTA01512,2024-12-08,P001,C003,V006,2,1200,15,2040.0,900,600
VTA01513,2024-11-04,P002,C015,V010,1,800,0,800.0,600,200
VTA01514,2024-10-29,P004,C009,V010,2,300,15,510.0,200,200
VTA01515,2025-09-18,P001,C003,V010,1,1200,5,1140.0,900,300
VTA01516,2025-09-11,P004,C018,V002,4,300,5,1140.0,200,400
VTA01517,2024-11-19,P004,C009,V009,2,300,15,510.0,200,200
VTA01518,2025-09-27,P004,C001,V004,5,300,5,1425.0,200,500
VTA01519,2025-07-16,P005,C001,V009,2,100,15,170.0,60,80
VTA01520,2024-04-16,P001,C007,V006,3,1200,15,3060.0,900,900
VTA01521,2025-08-07,P004,C004,V010,3,300,5,855.0,200,300
VTA01522,2024-02-20,P003,C009,V003,5,150,5,712.5,90,300
VTA01523,2025-05-02,P001,C010,V010,1,1200,15,1020.0,900,300
VTA01524,2024-06-09,P002,C010,V005,5,800,0,4000.0,600,1000
VTA01525,2024-05-23,P003,C004,V004,1,150,15,127.5,90,60
VTA01526,2025-03-21,P002,C006,V002,2,800,0,1600.0,600,400
VTA01527,2025-12-15,P001,C018,V002,3,1200,0,3600.0,900,900
VTA01528,2024-02-14,P001,C013,V007,2,1200,5,2280.0,900,600
VTA01529,2024-10-02,P002,C011,V004,2,800,15,1360.0,600,400
VTA01530,2024-01-02,P005,C010,V007,5,100,15,425.0,60,200
VTA01531,2025-06-11,P001,C002,V002,5,1200,0,6000.0,900,1500
VTA01532,2025-06-12,P005,C015,V009,1,100,10,90.0,60,40
VTA01533,2025-02-02,P002,C014,V002,1,800,10,720.0,600,200
VTA01534,2024-10-02,P003,C012,V003,1,150,0,150.0,90,60
VTA01535,2025-10-02,P002,C020,V008,4,800,5,3040.0,600,800
VTA01536,2024-01-28,P004,C010,V007,2,300,0,600.0,200,200
VTA01537,2024-03-16,P004,C015,V010,4,300,0,1200.0,200,400
VTA01538,2024-05-04,P001,C017,V001,2,1200,5,2280.0,900,600
VTA01539,2025-07-07,P003,C016,V008,1,150,5,142.5,90,60
VTA01540,2024-11-27,P005,C012,V005,1,100,5,95.0,60,40
VTA01541,2025-08-03,P003,C011,V003,3,150,0,450.0,90,180
VTA01542,2025-05-04,P002,C002,V007,2,800,5,1520.0,600,400
VTA01543,2024-11-06,P002,C008,V002,3,800,5,2280.0,600,600
VTA01544,2024-11-15,P002,C020,V007,4,800,10,2880.0,600,800
VTA01545,2024-08-13,P004,C020,V008,4,300,15,1020.0,200,400
VTA01546,2025-05-19,P002,C001,V005,1,800,10,720.0,600,200
VTA01547,2025-08-10,P005,C019,V005,2,100,10,180.0,60,80
VTA01548,2025-11-28,P001,C013,V006,4,1200,10,4320.0,900,1200
VTA01549,2024-02-19,P003,C008,V002,1,150,5,142.5,90,60
VTA01550,2024-11-11,P001,C008,V008,5,1200,10,5400.0,900,1500
VTA01551,2025-03-29,P004,C010,V001,5,300,10,1350.0,200,500
VTA01552,2025-12-05,P001,C016,V008,4,1200,15,4080.0,900,1200
VTA01553,2025-10-27,P001,C013,V001,2,1200,15,2040.0,900,600
VTA01554,2025-11-04,P005,C011,V008,2,100,10,180.0,60,80
VTA01555,2024-03-11,P002,C008,V007,2,800,0,1600.0,600,400
VTA01556,2025-07-19,P004,C019,V002,5,300,5,1425.0,200,500
VTA01557,2025-06-20,P003,C013,V008,5,150,15,637.5,90,300
VTA01558,2024-11-04,P004,C009,V005,1,300,0,300.0,200,100
VTA01559,2025-01-07,P001,C001,V005,1,1200,5,1140.0,900,300
VTA01560,2025-12-05,P003,C008,V010,4,150,0,600.0,90,240
VTA01561,2024-01-07,P003,C011,V001,2,150,5,285.0,90,120
VTA01562,2024-09-26,P002,C015,V005,4,800,5,3040.0,600,800
